"Subject" "tBodyAcc_mean_X" "tBodyAcc_mean_Y" "tBodyAcc_mean_Z" "tBodyAcc_std_X" "tBodyAcc_std_Y" "tBodyAcc_std_Z" "tGravityAcc_mean_X" "tGravityAcc_mean_Y" "tGravityAcc_mean_Z" "tGravityAcc_std_X" "tGravityAcc_std_Y" "tGravityAcc_std_Z" "tBodyAccJerk_mean_X" "tBodyAccJerk_mean_Y" "tBodyAccJerk_mean_Z" "tBodyAccJerk_std_X" "tBodyAccJerk_std_Y" "tBodyAccJerk_std_Z" "tBodyGyro_mean_X" "tBodyGyro_mean_Y" "tBodyGyro_mean_Z" "tBodyGyro_std_X" "tBodyGyro_std_Y" "tBodyGyro_std_Z" "tBodyGyroJerk_mean_X" "tBodyGyroJerk_mean_Y" "tBodyGyroJerk_mean_Z" "tBodyGyroJerk_std_X" "tBodyGyroJerk_std_Y" "tBodyGyroJerk_std_Z" "tBodyAccMag_mean" "tBodyAccMag_std" "tGravityAccMag_mean" "tGravityAccMag_std" "tBodyAccJerkMag_mean" "tBodyAccJerkMag_std" "tBodyGyroMag_mean" "tBodyGyroMag_std" "tBodyGyroJerkMag_mean" "tBodyGyroJerkMag_std" "fBodyAcc_mean_X" "fBodyAcc_mean_Y" "fBodyAcc_mean_Z" "fBodyAcc_std_X" "fBodyAcc_std_Y" "fBodyAcc_std_Z" "fBodyAccJerk_mean_X" "fBodyAccJerk_mean_Y" "fBodyAccJerk_mean_Z" "fBodyAccJerk_std_X" "fBodyAccJerk_std_Y" "fBodyAccJerk_std_Z" "fBodyGyro_mean_X" "fBodyGyro_mean_Y" "fBodyGyro_mean_Z" "fBodyGyro_std_X" "fBodyGyro_std_Y" "fBodyGyro_std_Z" "fBodyAccMag_mean" "fBodyAccMag_std" "fBodyAccJerkMag_mean" "fBodyAccJerkMag_std" "fBodyGyroMag_mean" "fBodyGyroMag_std" "fBodyGyroJerkMag_mean" "fBodyGyroJerkMag_std" "Activity"
"11" 11 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 0.271821892881356 "WALKING"
"12" 12 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 0.2771286656 "WALKING"
"13" 13 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 0.275883130350877 "WALKING"
"14" 14 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 0.271959598644068 "WALKING"
"15" 15 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 0.273899207962963 "WALKING"
"16" 16 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 0.276023564509804 "WALKING"
"17" 17 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 0.272341855245902 "WALKING"
"18" 18 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 0.273887758571429 "WALKING"
"19" 19 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 0.273931172307692 "WALKING"
"20" 20 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 0.272589336470588 "WALKING"
"21" 21 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 0.279183526730769 "WALKING"
"22" 22 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 0.27886459 "WALKING"
